Date,Symbol,Weight
2026-05-26,NVDA,0.07142857142857142
2026-05-26,AMD,0.07142857142857142
2026-05-26,AVGO,0.07142857142857142
2026-05-26,MU,0.07142857142857142
2026-05-26,MRVL,0.07142857142857142
2026-05-26,TSM,0.07142857142857142
2026-05-26,SMCI,0.07142857142857142
2026-05-26,MSFT,0.07142857142857142
2026-05-26,GOOGL,0.07142857142857142
2026-05-26,META,0.07142857142857142
2026-05-26,AAPL,0.07142857142857142
2026-05-26,AMZN,0.07142857142857142
2026-05-26,ORCL,0.07142857142857142
2026-05-26,PLTR,0.07142857142857142
2026-05-28,MSFT,0.07142857142857142
2026-05-28,NOW,0.07142857142857142
2026-05-28,CRM,0.07142857142857142
2026-05-28,ORCL,0.07142857142857142
2026-05-28,PLTR,0.07142857142857142
2026-05-28,GOOGL,0.07142857142857142
2026-05-28,META,0.07142857142857142
2026-05-28,AVGO,0.07142857142857142
2026-05-28,NVDA,0.07142857142857142
2026-05-28,MU,0.07142857142857142
2026-05-28,AMZN,0.07142857142857142
2026-05-28,AMD,0.07142857142857142
2026-05-28,ANET,0.07142857142857142
2026-05-28,DELL,0.07142857142857142
